cover	numberOfChunks	numberOfTriples	nhop	treeType	queryFile	joinPattern	numberOfJoins	numberOfDataSources	selectivity	dataTransfer
HASH	20	500000000	0	RIGHT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-3-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	7	3	0.01	0
HASH	20	500000000	0	RIGHT_LINEAR	query-SUBJECT_OBJECT_JOIN-1-1-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	1	1	0.001	164
HASH	20	500000000	0	RIGHT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-3-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	7	3	0.001	23509113
HASH	20	500000000	0	RIGHT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-3-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	7	3	0.001	0
HASH	20	500000000	0	RIGHT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-3-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	7	3	0.01	46274802
HASH	20	500000000	0	RIGHT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-1-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	7	1	0.001	0
HASH	20	500000000	0	RIGHT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-1-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	7	1	0.01	0
HASH	20	500000000	0	RIGHT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-1-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	7	1	0.001	6523780
HASH	20	500000000	0	BUSHY	query-SUBJECT_OBJECT_JOIN-1-1-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	1	1	0.01	163742
HASH	20	500000000	0	BUSHY	query-SUBJECT_SUBJECT_JOIN-1-1-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	1	1	0.001	0
HASH	20	500000000	0	BUSHY	query-SUBJECT_OBJECT_JOIN-7-1-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	7	1	0.01	425043
HASH	20	500000000	0	BUSHY	query-SUBJECT_SUBJECT_JOIN-1-1-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	1	1	0.01	0
HASH	20	500000000	0	BUSHY	query-SUBJECT_SUBJECT_JOIN-7-3-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	7	3	0.01	0
HASH	20	500000000	0	BUSHY	query-SUBJECT_OBJECT_JOIN-1-1-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	1	1	0.001	1602
HASH	20	500000000	0	BUSHY	query-SUBJECT_OBJECT_JOIN-7-3-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	7	3	0.001	41681554
HASH	20	500000000	0	BUSHY	query-SUBJECT_SUBJECT_JOIN-7-3-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	7	3	0.001	0
HASH	20	500000000	0	BUSHY	query-SUBJECT_OBJECT_JOIN-7-3-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	7	3	0.01	14177080
HASH	20	500000000	0	BUSHY	query-SUBJECT_SUBJECT_JOIN-7-1-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	7	1	0.001	0
HASH	20	500000000	0	BUSHY	query-SUBJECT_SUBJECT_JOIN-7-1-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	7	1	0.01	0
HASH	20	500000000	0	BUSHY	query-SUBJECT_OBJECT_JOIN-7-1-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	7	1	0.001	3183918
HASH	20	2000000000	0	LEFT_LINEAR	query-SUBJECT_OBJECT_JOIN-1-1-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	1	1	0.01	325138
HASH	20	2000000000	0	LEFT_LINEAR	query-SUBJECT_SUBJECT_JOIN-1-1-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	1	1	0.001	0
HASH	20	2000000000	0	LEFT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-1-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	7	1	0.01	4540384
HASH	20	2000000000	0	LEFT_LINEAR	query-SUBJECT_SUBJECT_JOIN-1-1-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	1	1	0.01	0
HASH	20	2000000000	0	LEFT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-3-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	7	3	0.01	0
HASH	20	2000000000	0	LEFT_LINEAR	query-SUBJECT_OBJECT_JOIN-1-1-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	1	1	0.001	6810
HASH	20	2000000000	0	LEFT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-3-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	7	3	0.001	384146929
HASH	20	2000000000	0	LEFT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-3-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	7	3	0.001	0
HASH	20	2000000000	0	LEFT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-3-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	7	3	0.01	38960694
HASH	20	2000000000	0	LEFT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-1-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	7	1	0.001	0
HASH	20	2000000000	0	LEFT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-1-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	7	1	0.01	0
HASH	20	2000000000	0	LEFT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-1-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	7	1	0.001	11032027
HASH	20	2000000000	0	RIGHT_LINEAR	query-SUBJECT_OBJECT_JOIN-1-1-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	1	1	0.01	325138
HASH	20	2000000000	0	RIGHT_LINEAR	query-SUBJECT_SUBJECT_JOIN-1-1-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	1	1	0.001	0
HASH	20	2000000000	0	RIGHT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-1-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	7	1	0.01	12351024
HASH	20	2000000000	0	RIGHT_LINEAR	query-SUBJECT_SUBJECT_JOIN-1-1-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	1	1	0.01	0
HASH	20	2000000000	0	RIGHT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-3-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	7	3	0.01	0
HASH	20	2000000000	0	RIGHT_LINEAR	query-SUBJECT_OBJECT_JOIN-1-1-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	1	1	0.001	6810
HASH	20	2000000000	0	RIGHT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-3-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	7	3	0.001	24765182
HASH	20	2000000000	0	RIGHT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-3-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	7	3	0.001	0
HASH	20	2000000000	0	RIGHT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-3-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	7	3	0.01	155360888
HASH	20	2000000000	0	RIGHT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-1-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	7	1	0.001	0
HASH	20	2000000000	0	RIGHT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-1-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	7	1	0.01	0
HASH	20	2000000000	0	RIGHT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-1-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	7	1	0.001	43970936
HASH	20	2000000000	0	BUSHY	query-SUBJECT_OBJECT_JOIN-1-1-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	1	1	0.01	325138
HASH	20	2000000000	0	BUSHY	query-SUBJECT_SUBJECT_JOIN-1-1-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	1	1	0.001	0
HASH	20	2000000000	0	BUSHY	query-SUBJECT_OBJECT_JOIN-7-1-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	7	1	0.01	1097702
HASH	20	2000000000	0	BUSHY	query-SUBJECT_SUBJECT_JOIN-1-1-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	1	1	0.01	0
HASH	20	2000000000	0	BUSHY	query-SUBJECT_SUBJECT_JOIN-7-3-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	7	3	0.01	0
HASH	20	2000000000	0	BUSHY	query-SUBJECT_OBJECT_JOIN-1-1-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	1	1	0.001	6810
HASH	20	2000000000	0	BUSHY	query-SUBJECT_OBJECT_JOIN-7-3-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	7	3	0.001	30056443
HASH	20	2000000000	0	BUSHY	query-SUBJECT_SUBJECT_JOIN-7-3-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	7	3	0.001	0
HASH	20	2000000000	0	BUSHY	query-SUBJECT_OBJECT_JOIN-7-3-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	7	3	0.01	51811230
HASH	20	2000000000	0	BUSHY	query-SUBJECT_SUBJECT_JOIN-7-1-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	7	1	0.001	0
HASH	20	2000000000	0	BUSHY	query-SUBJECT_SUBJECT_JOIN-7-1-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	7	1	0.01	0
HASH	20	2000000000	0	BUSHY	query-SUBJECT_OBJECT_JOIN-7-1-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	7	1	0.001	21662361
HIERARCHICAL	10	1000000000	0	LEFT_LINEAR	query-SUBJECT_OBJECT_JOIN-1-1-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	1	1	0.01	228232
HIERARCHICAL	10	1000000000	0	LEFT_LINEAR	query-SUBJECT_SUBJECT_JOIN-1-1-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	1	1	0.001	0
HIERARCHICAL	10	1000000000	0	LEFT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-1-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	7	1	0.01	343059
HIERARCHICAL	10	1000000000	0	LEFT_LINEAR	query-SUBJECT_SUBJECT_JOIN-1-1-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	1	1	0.01	0
HIERARCHICAL	10	1000000000	0	LEFT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-3-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	7	3	0.01	0
HIERARCHICAL	10	1000000000	0	LEFT_LINEAR	query-SUBJECT_OBJECT_JOIN-1-1-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	1	1	0.001	2416
HIERARCHICAL	10	1000000000	0	LEFT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-3-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	7	3	0.001	219136195
HIERARCHICAL	10	1000000000	0	LEFT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-3-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	7	3	0.001	0
HIERARCHICAL	10	1000000000	0	LEFT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-3-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	7	3	0.01	16718479
HIERARCHICAL	10	1000000000	0	LEFT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-1-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	7	1	0.001	0
HIERARCHICAL	10	1000000000	0	LEFT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-1-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	7	1	0.01	0
HIERARCHICAL	10	1000000000	0	LEFT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-1-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	7	1	0.001	2557705
HIERARCHICAL	10	1000000000	0	RIGHT_LINEAR	query-SUBJECT_OBJECT_JOIN-1-1-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	1	1	0.01	228232
HIERARCHICAL	10	1000000000	0	RIGHT_LINEAR	query-SUBJECT_SUBJECT_JOIN-1-1-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	1	1	0.001	0
HIERARCHICAL	10	1000000000	0	RIGHT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-1-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	7	1	0.01	660274
HIERARCHICAL	10	1000000000	0	RIGHT_LINEAR	query-SUBJECT_SUBJECT_JOIN-1-1-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	1	1	0.01	0
HIERARCHICAL	10	1000000000	0	RIGHT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-3-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	7	3	0.01	0
HIERARCHICAL	10	1000000000	0	RIGHT_LINEAR	query-SUBJECT_OBJECT_JOIN-1-1-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	1	1	0.001	2416
HIERARCHICAL	10	1000000000	0	RIGHT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-3-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	7	3	0.001	27149592
HIERARCHICAL	10	1000000000	0	RIGHT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-3-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	7	3	0.001	0
HIERARCHICAL	10	1000000000	0	RIGHT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-3-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	7	3	0.01	87511550
HIERARCHICAL	10	1000000000	0	RIGHT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-1-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	7	1	0.001	0
HIERARCHICAL	10	1000000000	0	RIGHT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-1-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	7	1	0.01	0
HIERARCHICAL	10	1000000000	0	RIGHT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-1-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	7	1	0.001	13505214
HIERARCHICAL	10	1000000000	0	BUSHY	query-SUBJECT_OBJECT_JOIN-1-1-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	1	1	0.01	228232
HIERARCHICAL	10	1000000000	0	BUSHY	query-SUBJECT_SUBJECT_JOIN-1-1-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	1	1	0.001	0
HIERARCHICAL	10	1000000000	0	BUSHY	query-SUBJECT_OBJECT_JOIN-7-1-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	7	1	0.01	505158
HIERARCHICAL	10	1000000000	0	BUSHY	query-SUBJECT_SUBJECT_JOIN-1-1-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	1	1	0.01	0
HIERARCHICAL	10	1000000000	0	BUSHY	query-SUBJECT_SUBJECT_JOIN-7-3-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	7	3	0.01	0
HIERARCHICAL	10	1000000000	0	BUSHY	query-SUBJECT_OBJECT_JOIN-1-1-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	1	1	0.001	2416
HIERARCHICAL	10	1000000000	0	BUSHY	query-SUBJECT_OBJECT_JOIN-7-3-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	7	3	0.001	19158682
HIERARCHICAL	10	1000000000	0	BUSHY	query-SUBJECT_SUBJECT_JOIN-7-3-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	7	3	0.001	0
HIERARCHICAL	10	1000000000	0	BUSHY	query-SUBJECT_OBJECT_JOIN-7-3-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	7	3	0.01	26098928
HIERARCHICAL	10	1000000000	0	BUSHY	query-SUBJECT_SUBJECT_JOIN-7-1-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	7	1	0.001	0
HIERARCHICAL	10	1000000000	0	BUSHY	query-SUBJECT_SUBJECT_JOIN-7-1-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	7	1	0.01	0
HIERARCHICAL	10	1000000000	0	BUSHY	query-SUBJECT_OBJECT_JOIN-7-1-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	7	1	0.001	6529371
HIERARCHICAL	20	1000000000	0	LEFT_LINEAR	query-SUBJECT_OBJECT_JOIN-1-1-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	1	1	0.01	241060
HIERARCHICAL	20	1000000000	0	LEFT_LINEAR	query-SUBJECT_SUBJECT_JOIN-1-1-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	1	1	0.001	0
HIERARCHICAL	20	1000000000	0	LEFT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-1-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	7	1	0.01	395461
HIERARCHICAL	20	1000000000	0	LEFT_LINEAR	query-SUBJECT_SUBJECT_JOIN-1-1-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	1	1	0.01	0
HIERARCHICAL	20	1000000000	0	LEFT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-3-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	7	3	0.01	0
HIERARCHICAL	20	1000000000	0	LEFT_LINEAR	query-SUBJECT_OBJECT_JOIN-1-1-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	1	1	0.001	2564
HIERARCHICAL	20	1000000000	0	LEFT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-3-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	7	3	0.001	399849150
HIERARCHICAL	20	1000000000	0	LEFT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-3-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	7	3	0.001	0
HIERARCHICAL	20	1000000000	0	LEFT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-3-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	7	3	0.01	17663455
HIERARCHICAL	20	1000000000	0	LEFT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-1-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	7	1	0.001	0
HIERARCHICAL	20	1000000000	0	LEFT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-1-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	7	1	0.01	0
HIERARCHICAL	20	1000000000	0	LEFT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-1-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	7	1	0.001	2701590
HIERARCHICAL	20	1000000000	0	RIGHT_LINEAR	query-SUBJECT_OBJECT_JOIN-1-1-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	1	1	0.01	241060
HIERARCHICAL	20	1000000000	0	RIGHT_LINEAR	query-SUBJECT_SUBJECT_JOIN-1-1-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	1	1	0.001	0
HIERARCHICAL	20	1000000000	0	RIGHT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-1-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	7	1	0.01	1286684
HIERARCHICAL	20	1000000000	0	RIGHT_LINEAR	query-SUBJECT_SUBJECT_JOIN-1-1-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	1	1	0.01	0
HIERARCHICAL	20	1000000000	0	RIGHT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-3-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	7	3	0.01	0
HIERARCHICAL	20	1000000000	0	RIGHT_LINEAR	query-SUBJECT_OBJECT_JOIN-1-1-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	1	1	0.001	2564
HIERARCHICAL	20	1000000000	0	RIGHT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-3-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	7	3	0.001	73743686
HIERARCHICAL	20	1000000000	0	RIGHT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-3-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	7	3	0.001	0
HIERARCHICAL	20	1000000000	0	RIGHT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-3-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	7	3	0.01	96688292
HIERARCHICAL	20	1000000000	0	RIGHT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-1-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	7	1	0.001	0
HIERARCHICAL	20	1000000000	0	RIGHT_LINEAR	query-SUBJECT_SUBJECT_JOIN-7-1-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	7	1	0.01	0
HIERARCHICAL	20	1000000000	0	RIGHT_LINEAR	query-SUBJECT_OBJECT_JOIN-7-1-0.001-0.009.sparql	SUBJECT_OBJECT_JOIN	7	1	0.001	14269838
HIERARCHICAL	20	1000000000	0	BUSHY	query-SUBJECT_OBJECT_JOIN-1-1-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	1	1	0.01	241060
HIERARCHICAL	20	1000000000	0	BUSHY	query-SUBJECT_SUBJECT_JOIN-1-1-0.001-0.009.sparql	SUBJECT_SUBJECT_JOIN	1	1	0.001	0
HIERARCHICAL	20	1000000000	0	BUSHY	query-SUBJECT_OBJECT_JOIN-7-1-0.01-0.09.sparql	SUBJECT_OBJECT_JOIN	7	1	0.01	607152
HIERARCHICAL	20	1000000000	0	BUSHY	query-SUBJECT_SUBJECT_JOIN-1-1-0.01-0.09.sparql	SUBJECT_SUBJECT_JOIN	1	1	0.01	0
